ID,NAME,ALIAS,COVER,CATEGORIES,PUBLISHED_AT,MINUTE,SCORE,REGIONS
25,爱·回家,집으로...,https://p0.meituan.net/movie/de1142a5dceb901eb939eb0bcfc2f88470909.jpg@464w_644h_1e_1c,"['剧情', '家庭']",2002-04-05,80,9.1,['韩国']
26,龙猫,となりのトトロ,https://p0.meituan.net/movie/c304c687e287c7c2f9e22cf78257872d277201.jpg@464w_644h_1e_1c,"['动画', '冒险', '奇幻', '家庭']",2018-12-14,86,9.1,['日本']
27,七武士,七人の侍,https://p1.meituan.net/movie/4ffca83fd972f71e291f8ea8d78a4b58594878.jpg@464w_644h_1e_1c,"['剧情', '动作', '冒险']",1954-04-26,207,8.8,['日本']
28,美国往事,Once Upon a Time in America,https://p1.meituan.net/movie/92198a6fc8c3f5d13aa1bdf203572c0f99438.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-23,229,8.8,"['意大利', '美国']"
29,完美的世界,A Perfect World,https://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1993-11-24,138,8.8,['美国']
30,上帝之城,Cidade de Deus,https://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",,130,8.8,"['巴西', '法国']"
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,['剧情'],2013-12-18,127,8.8,['韩国']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
36,7号房的礼物,7번방의 선물,https://p1.meituan.net/movie/a53a0200eba15ba483c905c872db9bf4331099.jpg@464w_644h_1e_1c,"['剧情', '喜剧', '家庭']",2013-01-23,127,8.8,['韩国']
25,爱·回家,집으로...,https://p0.meituan.net/movie/de1142a5dceb901eb939eb0bcfc2f88470909.jpg@464w_644h_1e_1c,"['剧情', '家庭']",2002-04-05,80,9.1,['韩国']
26,龙猫,となりのトトロ,https://p0.meituan.net/movie/c304c687e287c7c2f9e22cf78257872d277201.jpg@464w_644h_1e_1c,"['动画', '冒险', '奇幻', '家庭']",2018-12-14,86,9.1,['日本']
27,七武士,七人の侍,https://p1.meituan.net/movie/4ffca83fd972f71e291f8ea8d78a4b58594878.jpg@464w_644h_1e_1c,"['剧情', '动作', '冒险']",1954-04-26,207,8.8,['日本']
28,美国往事,Once Upon a Time in America,https://p1.meituan.net/movie/92198a6fc8c3f5d13aa1bdf203572c0f99438.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-23,229,8.8,"['意大利', '美国']"
29,完美的世界,A Perfect World,https://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1993-11-24,138,8.8,['美国']
30,上帝之城,Cidade de Deus,https://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",,130,8.8,"['巴西', '法国']"
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,['剧情'],2013-12-18,127,8.8,['韩国']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
25,爱·回家,집으로...,https://p0.meituan.net/movie/de1142a5dceb901eb939eb0bcfc2f88470909.jpg@464w_644h_1e_1c,"['剧情', '家庭']",2002-04-05,80,9.1,['韩国']
26,龙猫,となりのトトロ,https://p0.meituan.net/movie/c304c687e287c7c2f9e22cf78257872d277201.jpg@464w_644h_1e_1c,"['动画', '冒险', '奇幻', '家庭']",2018-12-14,86,9.1,['日本']
27,七武士,七人の侍,https://p1.meituan.net/movie/4ffca83fd972f71e291f8ea8d78a4b58594878.jpg@464w_644h_1e_1c,"['剧情', '动作', '冒险']",1954-04-26,207,8.8,['日本']
28,美国往事,Once Upon a Time in America,https://p1.meituan.net/movie/92198a6fc8c3f5d13aa1bdf203572c0f99438.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-23,229,8.8,"['意大利', '美国']"
29,完美的世界,A Perfect World,https://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1993-11-24,138,8.8,['美国']
30,上帝之城,Cidade de Deus,https://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",,130,8.8,"['巴西', '法国']"
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,['剧情'],2013-12-18,127,8.8,['韩国']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
26,龙猫,となりのトトロ,https://p0.meituan.net/movie/c304c687e287c7c2f9e22cf78257872d277201.jpg@464w_644h_1e_1c,"['动画', '冒险', '奇幻', '家庭']",2018-12-14,86,9.1,['日本']
27,七武士,七人の侍,https://p1.meituan.net/movie/4ffca83fd972f71e291f8ea8d78a4b58594878.jpg@464w_644h_1e_1c,"['剧情', '动作', '冒险']",1954-04-26,207,8.8,['日本']
28,美国往事,Once Upon a Time in America,https://p1.meituan.net/movie/92198a6fc8c3f5d13aa1bdf203572c0f99438.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-23,229,8.8,"['意大利', '美国']"
29,完美的世界,A Perfect World,https://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1993-11-24,138,8.8,['美国']
30,上帝之城,Cidade de Deus,https://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",,130,8.8,"['巴西', '法国']"
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,['剧情'],2013-12-18,127,8.8,['韩国']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
27,七武士,七人の侍,https://p1.meituan.net/movie/4ffca83fd972f71e291f8ea8d78a4b58594878.jpg@464w_644h_1e_1c,"['剧情', '动作', '冒险']",1954-04-26,207,8.8,['日本']
28,美国往事,Once Upon a Time in America,https://p1.meituan.net/movie/92198a6fc8c3f5d13aa1bdf203572c0f99438.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-23,229,8.8,"['意大利', '美国']"
29,完美的世界,A Perfect World,https://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1993-11-24,138,8.8,['美国']
30,上帝之城,Cidade de Deus,https://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",,130,8.8,"['巴西', '法国']"
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,['剧情'],2013-12-18,127,8.8,['韩国']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
28,美国往事,Once Upon a Time in America,https://p1.meituan.net/movie/92198a6fc8c3f5d13aa1bdf203572c0f99438.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-23,229,8.8,"['意大利', '美国']"
29,完美的世界,A Perfect World,https://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1993-11-24,138,8.8,['美国']
30,上帝之城,Cidade de Deus,https://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",,130,8.8,"['巴西', '法国']"
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,['剧情'],2013-12-18,127,8.8,['韩国']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2013-09-04,123,8.8,['英国']
29,完美的世界,A Perfect World,https://p1.meituan.net/movie/30310858fdab34c7a17cfd7ec8ad8bfc112201.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",1993-11-24,138,8.8,['美国']
30,上帝之城,Cidade de Deus,https://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",,130,8.8,"['巴西', '法国']"
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,['剧情'],2013-12-18,127,8.8,['韩国']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2013-09-04,123,8.8,['英国']
39,穿条纹睡衣的男孩,The Boy in the Striped Pajamas,https://p1.meituan.net/movie/d5970e36c8868a4b746c80f3b3f8a404174615.jpg@464w_644h_1e_1c,"['剧情', '战争']",2008-08-28,94,8.8,"['英国', '美国']"
30,上帝之城,Cidade de Deus,https://p1.meituan.net/movie/b553d13f30100db731ab6cf45668e52d94703.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",,130,8.8,"['巴西', '法国']"
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,['剧情'],2013-12-18,127,8.8,['韩国']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2013-09-04,123,8.8,['英国']
39,穿条纹睡衣的男孩,The Boy in the Striped Pajamas,https://p1.meituan.net/movie/d5970e36c8868a4b746c80f3b3f8a404174615.jpg@464w_644h_1e_1c,"['剧情', '战争']",2008-08-28,94,8.8,"['英国', '美国']"
40,教父,The Godfather,https://p0.meituan.net/movie/1199dc6273680f175fd9b06c9c36d08a219658.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-18,175,8.8,['美国']
31,辩护人,변호인,https://p0.meituan.net/movie/1433d81b10d116239dbbf02a06ac3c19265682.jpg@464w_644h_1e_1c,['剧情'],2013-12-18,127,8.8,['韩国']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2013-09-04,123,8.8,['英国']
39,穿条纹睡衣的男孩,The Boy in the Striped Pajamas,https://p1.meituan.net/movie/d5970e36c8868a4b746c80f3b3f8a404174615.jpg@464w_644h_1e_1c,"['剧情', '战争']",2008-08-28,94,8.8,"['英国', '美国']"
40,教父,The Godfather,https://p0.meituan.net/movie/1199dc6273680f175fd9b06c9c36d08a219658.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-18,175,8.8,['美国']
41,萤火之森,蛍火の杜へ,https://p1.meituan.net/movie/4c55f3bf5fa9660db3cb7014651a0950267034.jpg@464w_644h_1e_1c,"['剧情', '爱情', '动画', '奇幻']",2011-09-17,45,8.8,['日本']
32,忠犬八公物语,ハチ公物語,https://p0.meituan.net/movie/2d42e00d7ee59ff5bd574f93b8558aa726665.jpg@464w_644h_1e_1c,['剧情'],1987-08-01,107,8.8,['日本']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2013-09-04,123,8.8,['英国']
39,穿条纹睡衣的男孩,The Boy in the Striped Pajamas,https://p1.meituan.net/movie/d5970e36c8868a4b746c80f3b3f8a404174615.jpg@464w_644h_1e_1c,"['剧情', '战争']",2008-08-28,94,8.8,"['英国', '美国']"
40,教父,The Godfather,https://p0.meituan.net/movie/1199dc6273680f175fd9b06c9c36d08a219658.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-18,175,8.8,['美国']
41,萤火之森,蛍火の杜へ,https://p1.meituan.net/movie/4c55f3bf5fa9660db3cb7014651a0950267034.jpg@464w_644h_1e_1c,"['剧情', '爱情', '动画', '奇幻']",2011-09-17,45,8.8,['日本']
42,素媛,소원,https://p0.meituan.net/movie/19653e8af59cf473cd40f9ccc0658d93692304.jpg@464w_644h_1e_1c,['剧情'],2013-10-02,123,8.8,['韩国']
33,海豚湾,The Cove,https://p0.meituan.net/movie/eb2ea56996f21e7fb47b1a0736c7f177258901.jpg@464w_644h_1e_1c,['纪录片'],2009-07-31,92,8.8,['美国']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2013-09-04,123,8.8,['英国']
39,穿条纹睡衣的男孩,The Boy in the Striped Pajamas,https://p1.meituan.net/movie/d5970e36c8868a4b746c80f3b3f8a404174615.jpg@464w_644h_1e_1c,"['剧情', '战争']",2008-08-28,94,8.8,"['英国', '美国']"
40,教父,The Godfather,https://p0.meituan.net/movie/1199dc6273680f175fd9b06c9c36d08a219658.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-18,175,8.8,['美国']
41,萤火之森,蛍火の杜へ,https://p1.meituan.net/movie/4c55f3bf5fa9660db3cb7014651a0950267034.jpg@464w_644h_1e_1c,"['剧情', '爱情', '动画', '奇幻']",2011-09-17,45,8.8,['日本']
42,素媛,소원,https://p0.meituan.net/movie/19653e8af59cf473cd40f9ccc0658d93692304.jpg@464w_644h_1e_1c,['剧情'],2013-10-02,123,8.8,['韩国']
43,小鞋子,بچههای آسمان,https://p1.meituan.net/movie/135c612860fae899df2220149664d97a173555.jpg@464w_644h_1e_1c,"['剧情', '家庭']",,89,8.8,['伊朗']
34,英雄本色,A Better Tomorrow,https://p0.meituan.net/movie/3e5f5f3aa4b7e5576521e26c2c7c894d253975.jpg@464w_644h_1e_1c,"['剧情', '动作', '犯罪']",2017-11-17,95,8.8,['中国香港']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2013-09-04,123,8.8,['英国']
39,穿条纹睡衣的男孩,The Boy in the Striped Pajamas,https://p1.meituan.net/movie/d5970e36c8868a4b746c80f3b3f8a404174615.jpg@464w_644h_1e_1c,"['剧情', '战争']",2008-08-28,94,8.8,"['英国', '美国']"
40,教父,The Godfather,https://p0.meituan.net/movie/1199dc6273680f175fd9b06c9c36d08a219658.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-18,175,8.8,['美国']
41,萤火之森,蛍火の杜へ,https://p1.meituan.net/movie/4c55f3bf5fa9660db3cb7014651a0950267034.jpg@464w_644h_1e_1c,"['剧情', '爱情', '动画', '奇幻']",2011-09-17,45,8.8,['日本']
42,素媛,소원,https://p0.meituan.net/movie/19653e8af59cf473cd40f9ccc0658d93692304.jpg@464w_644h_1e_1c,['剧情'],2013-10-02,123,8.8,['韩国']
43,小鞋子,بچههای آسمان,https://p1.meituan.net/movie/135c612860fae899df2220149664d97a173555.jpg@464w_644h_1e_1c,"['剧情', '家庭']",,89,8.8,['伊朗']
44,熔炉,도가니,https://p1.meituan.net/movie/2a0783b4fd95566568f24adfad2181bb5392280.jpg@464w_644h_1e_1c,['剧情'],2011-09-22,125,8.8,['韩国']
35,恐怖直播,더 테러 라이브,https://p0.meituan.net/movie/1da0af2570fe697d38c4a37fdfded19b254936.jpg@464w_644h_1e_1c,"['剧情', '悬疑', '犯罪']",2013-07-31,97,8.8,['韩国']
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2013-09-04,123,8.8,['英国']
39,穿条纹睡衣的男孩,The Boy in the Striped Pajamas,https://p1.meituan.net/movie/d5970e36c8868a4b746c80f3b3f8a404174615.jpg@464w_644h_1e_1c,"['剧情', '战争']",2008-08-28,94,8.8,"['英国', '美国']"
40,教父,The Godfather,https://p0.meituan.net/movie/1199dc6273680f175fd9b06c9c36d08a219658.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-18,175,8.8,['美国']
41,萤火之森,蛍火の杜へ,https://p1.meituan.net/movie/4c55f3bf5fa9660db3cb7014651a0950267034.jpg@464w_644h_1e_1c,"['剧情', '爱情', '动画', '奇幻']",2011-09-17,45,8.8,['日本']
42,素媛,소원,https://p0.meituan.net/movie/19653e8af59cf473cd40f9ccc0658d93692304.jpg@464w_644h_1e_1c,['剧情'],2013-10-02,123,8.8,['韩国']
43,小鞋子,بچههای آسمان,https://p1.meituan.net/movie/135c612860fae899df2220149664d97a173555.jpg@464w_644h_1e_1c,"['剧情', '家庭']",,89,8.8,['伊朗']
44,熔炉,도가니,https://p1.meituan.net/movie/2a0783b4fd95566568f24adfad2181bb5392280.jpg@464w_644h_1e_1c,['剧情'],2011-09-22,125,8.8,['韩国']
45,大话西游之大圣娶亲,A Chinese Odyssey Part Two - Cinderella,https://p1.meituan.net/moviemachine/508056769092059fe43a611b949f27d14863831.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2014-10-24,110,8.9,"['中国香港', '中国大陆']"
37,窃听风暴,Das Leben der Anderen,https://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,"['剧情', '悬疑']",2006-03-23,137,8.8,['德国']
38,时空恋旅人,About Time,https://p0.meituan.net/movie/6d8491386d07cda91967a6fbbd0d0788294693.jpg@464w_644h_1e_1c,"['喜剧', '爱情', '奇幻']",2013-09-04,123,8.8,['英国']
39,穿条纹睡衣的男孩,The Boy in the Striped Pajamas,https://p1.meituan.net/movie/d5970e36c8868a4b746c80f3b3f8a404174615.jpg@464w_644h_1e_1c,"['剧情', '战争']",2008-08-28,94,8.8,"['英国', '美国']"
40,教父,The Godfather,https://p0.meituan.net/movie/1199dc6273680f175fd9b06c9c36d08a219658.jpg@464w_644h_1e_1c,"['剧情', '犯罪']",2015-04-18,175,8.8,['美国']
41,萤火之森,蛍火の杜へ,https://p1.meituan.net/movie/4c55f3bf5fa9660db3cb7014651a0950267034.jpg@464w_644h_1e_1c,"['剧情', '爱情', '动画', '奇幻']",2011-09-17,45,8.8,['日本']
42,素媛,소원,https://p0.meituan.net/movie/19653e8af59cf473cd40f9ccc0658d93692304.jpg@464w_644h_1e_1c,['剧情'],2013-10-02,123,8.8,['韩国']
